"OTU","AUC","abs_AUC","WaldStatistic","DF","p_value","adj_p_value"
"G000092205",-0.0017,0.0017,20.7489,6,0.002035,0.00288734526042418
"G001799285",-0.0026,0.0026,22.72,6,0.0008959,0.00131693282511211
"G001799255",-4e-04,4e-04,8.1439,6,0.2277,0.251737133220911
"G000403885",-0.0014,0.0014,26.2531,6,0.0001997,0.000315782247949831
"G000403925",-0.0027,0.0034,76.4337,6,1.943e-14,7.63382421094686e-14
"G000621145",-0.0055,0.0055,90.866,6,0,0
"G000186885",-0.0034,0.0034,46.3382,6,2.535e-08,6.46001295672454e-08
"G000429945",-0.0019,0.0019,15.643,6,0.0158,0.0201893451143451
"G000429965",5e-04,5e-04,20.1131,6,0.002644,0.00370175056947608
"G900130015",-0.0056,0.0056,126.3754,6,0,0
"G000341395",1e-04,1e-04,1.0371,6,0.9842,0.990039157119476
"G900143695",-0.0035,0.0035,66.4561,6,2.174e-12,7.60822633451957e-12
"G000025945",0.0049,0.0049,174.5203,6,0,0
"G900104445",-0.0022,0.0022,89.0961,6,0,0
"G001750995",-2e-04,2e-04,40.1254,6,4.304e-07,9.85690172333489e-07
"G001751145",-5e-04,5e-04,41.4583,6,2.352e-07,5.50966364935684e-07
"G001750925",8e-04,8e-04,29.7458,6,4.393e-05,7.59106694781234e-05
"G002011895",-3e-04,3e-04,7.8317,6,0.2507,0.275615852431526
"G001577715",-0.0018,0.0018,84.9211,6,3.331e-16,1.4089055483871e-15
"G000143965",-0.0081,0.0081,215.9681,6,0,0
"G001184205",-0.0059,0.0059,127.0043,6,0,0
"G000931935",-0.0089,0.009,183.1923,6,0,0
"G900114975",-8e-04,8e-04,13.6097,6,0.03431,0.0420651464904625
"G900129305",-0.0039,0.0039,40.0685,6,4.416e-07,1.01039888320149e-06
"G000014965",-0.0014,0.0015,39.0602,6,6.966e-07,1.56115870556062e-06
"G000195295",-0.0018,0.0019,12.0782,6,0.06025,0.0718441251364132
"G001797785",-0.0028,0.0028,37.6857,6,1.294e-06,2.82405592543276e-06
"G001799325",-6e-04,6e-04,14.6111,6,0.02351,0.0293919832189169
"G001750905",-1e-04,1e-04,2.1029,6,0.91,0.92285655357327
"G001751075",-5e-04,5e-04,6.9866,6,0.3221,0.348770248843867
"G001751085",8e-04,8e-04,15.6893,6,0.01552,0.0198470325097529
"G001292585",0.0062,0.0062,152.7245,6,0,0
"G000021905",-0.004,0.004,45.1676,6,4.335e-08,1.08116637078367e-07
"G000429905",-0.0038,0.0038,42.8757,6,1.234e-07,2.95618903775883e-07
"G001854245",-0.0049,0.0049,64.7102,6,4.944e-12,1.69641646894627e-11
"G001311845",-0.003,0.003,57.8676,6,1.219e-10,3.7732596789424e-10
"G000961655",-9e-04,9e-04,18.6846,6,0.004731,0.00642605718232044
"G001443525",-0.0037,0.0037,61.8742,6,1.871e-11,6.17222878228782e-11
"G000429925",-3e-04,3e-04,2.4845,6,0.8702,0.886608661417323
"G001797695",-0.0011,0.0011,29.675,6,4.531e-05,7.81579617610945e-05
"G000483025",-0.0018,0.0018,22.1569,6,0.001134,0.00164869248965109
"G000472805",-5e-04,5e-04,4.004,6,0.6761,0.700755417369309
"G001871035",2e-04,2e-04,0.915,6,0.9886,0.993855285217747
"G001751005",-7e-04,7e-04,25.9859,6,0.000224,0.000351494494973672
"G001751165",6e-04,6e-04,30.4779,6,3.188e-05,5.63053017241379e-05
"G000018405",-0.0054,0.0054,59.2451,6,6.406e-11,2.03280425943853e-10
"G000426225",-0.0028,0.0028,36.2749,6,2.437e-06,5.16831097692474e-06
"G900101345",-0.0022,0.0022,14.2687,6,0.02677,0.0332856467315716
"G000020365",-0.0068,0.0069,111.9676,6,0,0
"G000421285",-3e-04,3e-04,8.5429,6,0.201,0.223879714576962
"G000420085",-0.0037,0.0037,75.8732,6,2.542e-14,9.93957375745527e-14
"G000745975",2e-04,2e-04,27.5151,6,0.0001159,0.000189015024875622
"G000373985",7e-04,7e-04,31.8742,6,1.725e-05,3.20129269673523e-05
"G000233695",-0.0028,0.0028,28.7111,6,6.899e-05,0.0001158749205807
"G900105645",-9e-04,9e-04,33.7606,6,7.483e-06,1.50671216216216e-05
"G000307105",-0.002,0.002,26.5278,6,0.0001775,0.000282540466170282
"G001799425",5e-04,5e-04,6.7637,6,0.3433,0.371112696493349
"G001798685",0,0,3.2269,6,0.7799,0.800410832811522
"G001799395",-9e-04,9e-04,9.8746,6,0.13,0.148498083401092
"G001799405",-2e-04,2e-04,17.8592,6,0.006594,0.00880812224938875
"G001797675",2e-04,2e-04,3.6342,6,0.726,0.748844556324732
"G001798945",-2e-04,2e-04,8.1176,6,0.2296,0.253552655811342
"G001874005",-0.0032,0.0032,50.7949,6,3.256e-09,8.93650683784538e-09
"G000179315",0,4e-04,22.2428,6,0.001094,0.00159360035550289
"G000422285",-0.0026,0.0026,16.6846,6,0.01052,0.0137297518248175
"G000014865",-0.0019,0.0019,42.1978,6,1.681e-07,3.98720549927641e-07
"G000388175",-0.0014,0.0014,69.8604,6,4.368e-13,1.58388318584071e-12
"G000469665",-0.001,0.001,19.011,6,0.004145,0.0056763584458989
"G000299115",-0.0065,0.0065,196.2116,6,0,0
"G000371825",-0.0021,0.0021,67.8105,6,1.149e-12,4.08358005059631e-12
"G000419485",-0.0025,0.0025,68.7211,6,7.477e-13,2.68451325301205e-12
"G000163555",-0.0021,0.0021,63.2758,6,9.697e-12,3.26241183715361e-11
"G000750175",-0.0013,0.0013,38.7201,6,8.121e-07,1.80764857401539e-06
"G000195085",2e-04,2e-04,9.377,6,0.1535,0.173787589224039
"G001719325",5e-04,5e-04,43.4732,6,9.401e-08,2.27148486486487e-07
"G001180145",-8e-04,8e-04,12.8178,6,0.04602,0.0556176330342878
"G001179945",-0.001,0.001,68.9106,6,6.838e-13,2.45867978062157e-12
"G001703975",-0.0015,0.0015,45.1623,6,4.345e-08,1.08338564908722e-07
"G000012345",-0.0028,0.0028,38.8259,6,7.743e-07,1.72663632653061e-06
"G000299095",-0.0051,0.0051,81.7621,6,1.554e-15,6.42102352941177e-15
"G001179925",-0.0026,0.0026,93.7601,6,0,0
"G001180065",-8e-04,8e-04,31.2973,6,2.224e-05,4.05240244580322e-05
"G000472605",-0.0031,0.0031,53.9526,6,7.541e-10,2.1914359929078e-09
"G000155895",-0.0014,0.0014,22.4706,6,0.0009946,0.00145570715880339
"G001180165",0.0011,0.0011,174.2249,6,0,0
"G000504225",-0.0026,0.0026,39.9909,6,4.574e-07,1.04484822299652e-06
"G001180045",-1e-04,1e-04,5.7643,6,0.4501,0.478258606158833
"G001768805",-6e-04,6e-04,26.0877,6,0.0002144,0.000337291569348904
"G001768925",-4e-04,4e-04,21.21,6,0.001682,0.00240139198606272
"G001767865",-2e-04,2e-04,2.6587,6,0.8503,0.867411846473029
"G001768015",2e-04,2e-04,2.4914,6,0.8694,0.885885359030152
"G001767955",-8e-04,8e-04,31.3437,6,2.179e-05,3.97408864985163e-05
"G000219355",-0.0017,0.0017,63.2964,6,9.604e-12,3.23222915811088e-11
"G000815465",-0.0018,0.0018,72.2969,6,1.381e-13,5.14812509476876e-13
"G000730245",-5e-04,6e-04,6.8956,6,0.3306,0.35765900990099
"G001897445",-4e-04,4e-04,2.9419,6,0.8161,0.835122518210198
"G000746585",-0.0011,0.0011,20.1904,6,0.002561,0.00359321928948495
"G000970895",-0.0012,0.0012,31.1514,6,2.372e-05,4.29976921658986e-05
"G000309075",-0.002,0.002,24.961,6,0.0003472,0.000531501369863014
"G000964595",-0.0014,0.0014,22.0619,6,0.00118,0.00171202714665093
"G000063545",-0.0017,0.0017,31.2943,6,2.227e-05,4.05711708040015e-05
"G000964615",-7e-04,7e-04,29.2569,6,5.439e-05,9.28273620270739e-05
"G001654775",-0.003,0.003,104.6029,6,0,0
"G001654785",-0.001,0.001,27.0364,6,0.0001426,0.000229588801571709
"G000964585",-7e-04,7e-04,26.4441,6,0.000184,0.000292083292978208
"G001654795",-0.0026,0.0026,38.3339,6,9.665e-07,2.13489690026954e-06
"G000964605",-0.0024,0.0024,59.4303,6,5.875e-11,1.87215651328581e-10
"G000010205",-9e-04,9e-04,15.6495,6,0.01576,0.0201408499025341
"G000965005",-2e-04,2e-04,13.2431,6,0.03933,0.0479032970027248
"G000018245",-1e-04,1e-04,10.8295,6,0.09379,0.109061234480312
"G000012385",0,0,11.9713,6,0.06261,0.0744596371991777
"G000014345",-2e-04,2e-04,9.0965,6,0.1682,0.18929718471046
"G000283915",6e-04,6e-04,9.9565,6,0.1265,0.144735427574171
"G000008045",-9e-04,9e-04,18.0694,6,0.006061,0.00812595419222904
"G000195735",-0.001,0.001,34.9641,6,4.379e-06,9.03737376705142e-06
"G000012145",-0.0013,0.0013,52.4568,6,1.509e-09,4.27036143884892e-09
"G000828125",-8e-04,8e-04,38.5941,6,8.596e-07,1.90905745257453e-06
"G000018205",2e-04,2e-04,20.4948,6,0.00226,0.00319001578871824
"G000284155",-6e-04,6e-04,45.5353,6,3.663e-08,9.1939617151608e-08
"G000255355",1e-04,1e-04,13.018,6,0.04275,0.0518504563394179
"G000696365",1e-04,1e-04,2.4447,6,0.8746,0.890538041002278
"G000751075",-1e-04,1e-04,10.11,6,0.1201,0.137813698949825
"G000964995",-3e-04,3e-04,3.5719,6,0.7344,0.756953107640709
"G000283855",-0.0024,0.0024,90.7542,6,0,0
"G000284075",-3e-04,3e-04,3.6166,6,0.7284,0.751083737024221
"G000007025",7e-04,7e-04,86.5227,6,1.11e-16,4.77295146480105e-16
"G000283595",6e-04,6e-04,29.9466,6,4.024e-05,6.98411860218849e-05
"G000512675",-0.002,0.002,51.0767,6,2.859e-09,7.89536815501264e-09
"G000632985",4e-04,4e-04,23.4285,6,0.000665,0.000988603174603175
"G001593535",-0.0013,0.0013,49.3763,6,6.269e-09,1.67936110051757e-08
"G000022525",-8e-04,8e-04,26.7653,6,0.0001602,0.000256330426293524
"G000013165",-7e-04,7e-04,23.6906,6,0.0005953,0.000889287589245025
"G001752665",-3e-04,3e-04,14.9762,6,0.02044,0.0257272443363625
"G000306885",-8e-04,8e-04,21.5033,6,0.001489,0.00213452274052478
"G000829315",1e-04,1e-04,14.3131,6,0.02633,0.0327592636639676
"G000008385",-2e-04,2e-04,35.9054,6,2.876e-06,6.0536352739726e-06
"G000008025",-0.0013,0.0013,107.1542,6,0,0
"G000689175",-0.0012,0.0012,43.203,6,1.063e-07,2.55900660954712e-07
"G000376585",-0.0013,0.0013,33.6086,6,8.005e-06,1.60426268595883e-05
"G000073005",-0.0011,0.0011,35.6483,6,3.226e-06,6.7570785942492e-06
"G000331595",0.0029,0.0029,35.7641,6,3.063e-06,6.43073057216055e-06
"G001637495",-0.0012,0.0012,23.1527,6,0.0007469,0.00110418138905592
"G000964795",-2e-04,2e-04,10.4735,6,0.1061,0.122621624162651
"G000026005",-0.0028,0.0028,47.2751,6,1.649e-08,4.28321870047544e-08
"G000825765",-3e-04,3e-04,8.1337,6,0.2285,0.25245129760701
"G000012565",5e-04,5e-04,17.8604,6,0.006591,0.00880531096318435
"G000013145",1e-04,1e-04,1.7943,6,0.9376,0.94801135101789
"G000508225",-0.0018,0.0018,34.2618,6,5.988e-06,1.21942414578588e-05
"G000632845",-4e-04,4e-04,24.9164,6,0.0003538,0.000540847069796362
"G000964745",-1e-04,1e-04,27.1838,6,0.0001338,0.000216555167873601
"G000964785",-4e-04,4e-04,63.0785,6,1.064e-11,3.56503441226576e-11
"G000689635",0,0,29.8646,6,4.171e-05,7.2226825145272e-05
"G900000025",-1e-04,1e-04,31.1453,6,2.378e-05,4.30826308032424e-05
"G000689615",-1e-04,1e-04,31.3698,6,2.154e-05,3.93286966208689e-05
"G000478445",2e-04,2e-04,32.2207,6,1.48e-05,2.83544126241964e-05
"G000689655",2e-04,2e-04,31.9677,6,1.655e-05,3.08652948985397e-05
"G000013125",-2e-04,2e-04,49.1148,6,7.072e-09,1.88522764976959e-08
"G000968455",-4e-04,4e-04,36.1143,6,2.619e-06,5.53757170500968e-06
"G000965125",-4e-04,4e-04,74.8669,6,4.086e-14,1.57699073783359e-13
"G000968465",0.0019,0.0019,33.6188,6,7.969e-06,1.59769920489297e-05
"G000024505",-3e-04,3e-04,45.6421,6,3.488e-08,8.77487643898695e-08
"G000215565",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G000495535",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G000172475",-2e-04,2e-04,44.6881,6,5.398e-08,1.33309723756906e-07
"G000215605",0,0,19.1346,6,0.003942,0.00540588871844931
"G000215525",2e-04,2e-04,48.6658,6,8.697e-09,2.30342844061406e-08
"G000172515",-1e-04,1e-04,30.4275,6,3.259e-05,5.74560882036572e-05
"G000215485",-2e-04,2e-04,47.5584,6,1.448e-08,3.77608910103421e-08
"G000172495",-3e-04,3e-04,75.1484,6,3.575e-14,1.38848933649289e-13
"G000020305",2e-04,2e-04,32.2703,6,1.448e-05,2.78716617733412e-05
"G000215505",0,0,15.3415,6,0.01776,0.0225619222322697
"G000742475",6e-04,6e-04,5.2017,6,0.5182,0.545724866138359
"G001768885",0.002,0.002,35.6462,6,3.229e-06,6.76192206132879e-06
"G001897475",-7e-04,7e-04,25.0672,6,0.0003318,0.000509672164948454
"G001192655",-0.001,0.001,12.452,6,0.05261,0.0631628299352948
"G000757605",4e-04,4e-04,16.3571,6,0.01196,0.0155184905660377
"G000742835",-0.002,0.002,25.4726,6,0.0002791,0.000432981448177946
"G000190415",-9e-04,9e-04,14.5723,6,0.02386,0.0298106009401601
"G000434295",-0.0026,0.0026,43.1221,6,1.103e-07,2.65335176125245e-07
"G000434135",-0.0081,0.0081,385.0345,6,0,0
"G001917135",-0.0087,0.0088,1205.0371,6,0,0
"G000432275",-0.007,0.007,316.4926,6,0,0
"G000436195",-0.007,0.0071,324.2488,6,0,0
"G000980655",-0.0075,0.0076,327.1542,6,0,0
"G001917125",-0.0077,0.0077,384.4444,6,0,0
"G000421325",-3e-04,3e-04,28.8963,6,6.365e-05,0.00010738275862069
"G000384615",-5e-04,5e-04,25.3989,6,0.000288,0.000445383236357918
"G001510185",1e-04,1e-04,23.6745,6,0.0005994,0.000895140410022779
"G000238815",3e-04,3e-04,8.759,6,0.1876,0.209643
"G000024465",-0.001,0.001,44.1142,6,7.016e-08,1.71246820551005e-07
"G000427665",-0.0054,0.0054,98.0797,6,0,0
"G000226315",-0.0062,0.0062,82.9583,6,8.882e-16,3.70265315811785e-15
"G000264455",-0.006,0.006,75.4246,6,3.142e-14,1.22321567695962e-13
"G000378465",-0.0024,0.0024,56.0704,6,2.817e-10,8.46391017415215e-10
"G000425365",-0.0034,0.0034,27.3254,6,0.0001258,0.000204515986113407
"G000745835",-4e-04,4e-04,47.8867,6,1.245e-08,3.26924699599466e-08
"G000711725",-0.005,0.005,48.5394,6,9.218e-09,2.43813372781065e-08
"G001941945",-0.0012,0.0012,33.6618,6,7.818e-06,1.56934500918555e-05
"G000245075",-0.006,0.006,98.0729,6,0,0
"G000164635",-0.0047,0.0048,61.7385,6,1.994e-11,6.56038675142188e-11
"G000759655",-0.0045,0.0046,109.7772,6,0,0
"G000964365",-0.0045,0.0045,64.6928,6,4.984e-12,1.70954502964772e-11
"G000964385",-0.0013,0.0013,28.8554,6,6.479e-05,0.000109249804526749
"G000687875",-0.0014,0.0014,10.0458,6,0.1227,0.14066586616927
"G000701585",-0.0026,0.0026,28.2071,6,8.589e-05,0.000142507551881222
"G000202835",-0.0032,0.0032,20.5556,6,0.002204,0.00311499511353837
"G000014285",-0.0026,0.0026,33.7648,6,7.469e-06,1.50420122875282e-05
"G000527695",-0.002,0.002,39.1871,6,6.578e-07,1.47824616087751e-06
"G000231445",-7e-04,7e-04,2.4069,6,0.8787,0.894249798199317
"G000963885",-0.0038,0.0038,30.2048,6,3.594e-05,6.30681584582441e-05
"G002005465",1e-04,1e-04,17.334,6,0.008131,0.0107574672406834
"G000617865",-4e-04,4e-04,44.4173,6,6.109e-08,1.50189765e-07
"G001787335",-0.0026,0.0026,81.8673,6,1.443e-15,5.96739360807401e-15
"G000613845",-0.0013,0.0013,9.8655,6,0.1304,0.148920404134247
"G001547995",-4e-04,4e-04,14.7686,6,0.02213,0.0277513925019128
"G000378165",-0.0017,0.0017,15.8714,6,0.01446,0.0185687699138156
"G002003665",-0.0057,0.0057,119.2105,6,0,0
"G000723565",-0.0012,0.0012,10.7815,6,0.09537,0.110741360255048
"G001598495",7e-04,7e-04,10.3119,6,0.1121,0.129115881939564
"G000311765",-0.006,0.0061,181.2129,6,0,0
"G000011685",-0.0012,0.0012,7.3799,6,0.2871,0.313425999111901
"G000234355",-9e-04,9e-04,6.4798,6,0.3716,0.399509609708101
"G000021325",0.0015,0.0015,36.0797,6,2.66e-06,5.61942857142857e-06
"G000164395",-8e-04,8e-04,10.3269,6,0.1115,0.12851511954993
"G000182745",-0.0039,0.0039,64.4143,6,5.681e-12,1.94252273991655e-11
"G000550765",-0.0015,0.0015,9.3317,6,0.1558,0.176269811320755
"G000429165",-0.0042,0.0042,117.2893,6,0,0
"G000963905",-0.0018,0.0018,15.9874,6,0.01382,0.0177910564209975
"G000010825",-9e-04,9e-04,32.4225,6,1.354e-05,2.64348540798094e-05
"G000613285",4e-04,4e-04,8.7019,6,0.191,0.213345524761472
"G001499675",-0.0032,0.0032,32.7566,6,1.168e-05,2.29998237885463e-05
"G000964225",-0.0033,0.0033,30.9853,6,2.551e-05,4.59208017572762e-05
"G001580615",0.0015,0.0015,18.9181,6,0.004304,0.00588426748227443
"G000963925",-0.0011,0.0011,8.2911,6,0.2175,0.24119248985115
"G000963965",-0.0027,0.0027,56.074,6,2.812e-10,8.45146943765281e-10
"G001499615",-0.0013,0.0013,30.2151,6,3.577e-05,6.28034600964114e-05
"G000963945",3e-04,3e-04,6.55,6,0.3645,0.392520039421813
"G000300235",-0.003,0.003,20.7542,6,0.002031,0.00288208571428571
"G000421265",-5e-04,5e-04,46.2566,6,2.632e-08,6.70199067840497e-08
"G000300275",-0.0018,0.0018,63.687,6,7.995e-12,2.69903295571576e-11
"G000763295",7e-04,7e-04,8.0914,6,0.2315,0.255478734148805
"G000688235",-0.0018,0.0019,14.0489,6,0.02909,0.0360064266834487
"G900093605",9e-04,9e-04,91.8857,6,0,0
"G000968135",-0.0026,0.0026,24.8334,6,0.0003666,0.000559805031055901
"G001746755",1e-04,1e-04,7.0055,6,0.3203,0.346897599118943
"G001510075",-1e-04,3e-04,7.3237,6,0.2919,0.318242195121951
"G000513295",-0.0045,0.0045,70.023,6,4.045e-13,1.47164372918979e-12
"G000294655",-0.0031,0.0031,69.3972,6,5.435e-13,1.96138678899083e-12
"G000009985",-0.0012,0.0018,29.419,6,5.068e-05,8.681190036579e-05
"G000342045",-0.0076,0.0076,178.3318,6,0,0
"G900100455",-0.001,0.0011,20.2844,6,0.002464,0.00346354716981132
"G900101965",-0.0061,0.0061,82.6292,6,9.992e-16,4.15832958104105e-15
"G000284415",-0.0039,0.0039,50.4062,6,3.897e-09,1.06246459661769e-08
"G000013085",-0.0023,0.0026,64.055,6,6.726e-12,2.28396008287293e-11
"G000315795",-0.0053,0.0053,89.9028,6,0,0
"G900156605",-0.0031,0.0032,64.1956,6,6.296e-12,2.14460907516453e-11
"G000381985",-0.0017,0.0019,39.2027,6,6.532e-07,1.46925178408051e-06
"G001611975",-0.0032,0.0032,22.9313,6,0.0008198,0.0012074154859967
"G000420625",-0.0031,0.0031,27.7416,6,0.0001051,0.00017246010345403
"G000515255",-0.0031,0.0031,19.6924,6,0.003141,0.0043591016088061
"G900100655",-0.0011,0.0011,17.5197,6,0.007552,0.0100197474365893
"G000374005",-2e-04,2e-04,12.6302,6,0.0493,0.0593482923246419
"G001026905",1e-04,1e-04,25.8987,6,0.0002325,0.000364425406439273
"G000982415",0.001,0.0013,10.9112,6,0.09116,0.106329906298185
"G000312425",-0.004,0.004,49.0289,6,7.357e-09,1.95695802001623e-08
"G000299935",-0.0049,0.0049,56.3015,6,2.53e-10,7.62489120441312e-10
"G000426505",-0.0033,0.0033,44.2208,6,6.683e-08,1.63565510204082e-07
"G000171835",-0.003,0.0031,59.7456,6,5.07e-11,1.62617025440313e-10
"G000423805",-0.0048,0.0048,85.768,6,2.22e-16,9.45495019488956e-16
"G000319385",6e-04,6e-04,19.9214,6,0.00286,0.00398996169669457
"G000510265",-9e-04,9e-04,26.3973,6,0.0001877,0.000297524468085106
"G000963705",-0.0019,0.002,19.0322,6,0.00411,0.0056307801616049
"G000518365",-0.0036,0.0036,30.5402,6,3.102e-05,5.48652302158273e-05
"G000620685",-0.0025,0.0025,47.2626,6,1.658e-08,4.30432206969377e-08
"G000423185",-0.0024,0.0024,30.2909,6,3.461e-05,6.08754677159721e-05
"G000225995",-0.006,0.006,116.2209,6,0,0
"G000016185",-0.0044,0.0044,48.5717,6,9.082e-09,2.40345500538213e-08
"G001939945",-0.0082,0.0082,145.8864,6,0,0
"G000429645",-0.0016,0.0016,27.0533,6,0.0001415,0.00022792972972973
"G001296005",-0.0066,0.0066,120.2258,6,0,0
"G000576635",0.0015,0.0017,21.7269,6,0.001357,0.00195412769073071
"G000936425",-0.0022,0.0022,16.982,6,0.009349,0.012282974749499
"G000429625",-0.0058,0.0058,91.9972,6,0,0
"G001315015",-0.0054,0.0055,144.0202,6,0,0
"G001305595",-0.0034,0.0034,20.1694,6,0.002584,0.00362342164551547
"G000283655",-0.0057,0.0057,103.529,6,0,0
"G000616095",-0.001,0.0011,7.1292,6,0.3091,0.335358495145631
"G000710935",2e-04,2e-04,3.9462,6,0.684,0.708346251053075
"G000375545",-2e-04,2e-04,11.1685,6,0.08331,0.0976717381974249
"G000342165",0.0013,0.0014,15.7544,6,0.01513,0.0193785386819484
"G001295935",-0.0022,0.0022,22.6268,6,0.0009316,0.00136675434879905
"G000420765",-0.0032,0.0032,57.3657,6,1.541e-10,4.7282976599064e-10
"G000331225",-0.0044,0.0044,56.2187,6,2.629e-10,7.91355555555555e-10
"G000711715",-0.0011,0.0011,70.5183,6,3.201e-13,1.17195212211467e-12
"G000620665",-0.0039,0.004,60.8022,6,3.092e-11,1.00651201588878e-10
"G000585415",0.0015,0.0015,53.3705,6,9.88e-10,2.8484291996482e-09
"G000218875",-0.0012,0.0012,32.2941,6,1.433e-05,2.76967806603774e-05
"G000277755",6e-04,6e-04,13.6982,6,0.0332,0.0407856089943785
"G000175255",-0.001,0.001,100.2703,6,0,0
"G000007105",-0.0027,0.0027,125.6054,6,0,0
"G000303025",-0.0018,0.0018,105.2086,6,0,0
"G000576165",2e-04,2e-04,3.0401,6,0.8038,0.823306863868347
"G000576125",-5e-04,5e-04,8.4637,6,0.2061,0.229170895522388
"G000498655",-0.0015,0.0015,46.5443,6,2.307e-08,5.9050072878709e-08
"G000512205",-0.002,0.002,14.6644,6,0.02303,0.0288358823529412
"G000333335",-0.0017,0.0017,35.2378,6,3.876e-06,8.05677108433735e-06
"G000383095",0.001,0.001,10.9268,6,0.09066,0.105796895692417
"G000214335",1e-04,1e-04,3.6641,6,0.722,0.745109455346836
"G001853345",-9e-04,9e-04,27.3212,6,0.0001261,0.000204834390485629
"G000744515",-8e-04,9e-04,6.8408,6,0.3358,0.363164764104256
"G000016765",-9e-04,9e-04,28.5844,6,7.29e-05,0.000122108431272356
"G000971055",3e-04,3e-04,12.3108,6,0.05538,0.0663022790357925
"G000974765",-0.0018,0.0018,32.8254,6,1.133e-05,2.23374538893344e-05
"G001421785",-0.0017,0.0017,14.638,6,0.02327,0.0291104414196667
"G001421285",-0.0029,0.0029,30.8871,6,2.664e-05,4.77017042971595e-05
"G000786205",-0.0024,0.0024,43.2263,6,1.052e-07,2.53314593535749e-07
"G001428865",1e-04,1e-04,7.2379,6,0.2994,0.325949252739954
"G000935025",-6e-04,6e-04,12.6832,6,0.04835,0.0582331781996326
"G001469845",-0.0058,0.0058,71.2039,6,2.315e-13,8.53927606901726e-13
"G000226955",-0.0014,0.0017,25.0563,6,0.0003333,0.000511816396002498
"G001423845",0.0028,0.0028,22.0328,6,0.001194,0.00173157292434744
"G000803065",-0.0031,0.0031,119.0174,6,0,0
"G000241465",-0.0028,0.0028,27.1431,6,0.0001361,0.000220024231464738
"G000242835",-0.0029,0.0029,35.324,6,3.729e-06,7.75941303427846e-06
"G000980895",-0.0041,0.0041,48.3291,6,1.016e-08,2.68080064394956e-08
"G000382485",-0.0015,0.0016,24.9658,6,0.0003465,0.000530677620308363
"G001425405",-0.0023,0.0023,16.1624,6,0.01291,0.0166763352160778
"G000427645",-0.0045,0.0045,98.4805,6,0,0
"G001421995",-0.0024,0.0024,41.421,6,2.392e-07,5.60069714285714e-07
"G001421505",-0.0032,0.0032,35.1035,6,4.115e-06,8.52293807919124e-06
"G001421805",-5e-04,5e-04,42.51,6,1.458e-07,3.475872e-07
"G000739895",-0.0033,0.0033,46.0442,6,2.901e-08,7.35648117586385e-08
"G001426195",-8e-04,8e-04,19.423,6,0.003506,0.0048478633295838
"G001423765",-0.0034,0.0034,32.3295,6,1.411e-05,2.73737897021109e-05
"G000764535",-0.0028,0.0028,40.7396,6,3.259e-07,7.53916866619619e-07
"G001761345",-0.0022,0.0022,33.7803,6,7.417e-06,1.49464709016393e-05
"G000283515",-0.0026,0.0026,25.5358,6,0.0002716,0.000422012071417285
"G000447205",-4e-04,8e-04,19.4575,6,0.003457,0.00478078160596259
"G000445145",-0.0028,0.0028,34.4904,6,5.408e-06,1.10658077403246e-05
"G001598535",-0.0022,0.0022,26.9855,6,0.0001457,0.000234426341623037
"G000632125",-0.0012,0.0013,40.2887,6,3.997e-07,9.18590745501285e-07
"G000147835",0.002,0.002,29.4689,6,4.958e-05,8.50907015706806e-05
"G000091125",-0.0041,0.0041,78.0281,6,9.104e-15,3.64085953639691e-14
"G000315525",-0.0047,0.0047,66.5491,6,2.081e-12,7.30094684266857e-12
"G000445105",-0.0022,0.0031,57.0489,6,1.786e-10,5.44943344709898e-10
"G000508185",-9e-04,9e-04,35.2564,6,3.843e-06,7.98986511627907e-06
"G001421665",-0.0027,0.0027,18.0949,6,0.005999,0.00804721947892511
"G000367345",-0.0013,0.0014,15.8554,6,0.01455,0.0186819036427732
"G001713415",-9e-04,9e-04,26.4355,6,0.0001847,0.000293005291175996
"G000763945",-9e-04,9e-04,5.3533,6,0.4994,0.526998562077476
"G001278035",-0.0021,0.0022,10.8812,6,0.09212,0.10733508056872
"G001610975",-0.0062,0.0062,159.3748,6,0,0
"G000013985",0,3e-04,21.5474,6,0.001462,0.00209734617067834
"G001468395",9e-04,9e-04,11.0014,6,0.08833,0.103175818980877
"G001314325",-0.0035,0.0035,65.2027,6,3.922e-12,1.35234740532959e-11
"G001427085",-0.002,0.002,11.1459,6,0.08397,0.0983985915157293
"G000803645",0.0015,0.0015,112.1021,6,0,0
"G900128895",-6e-04,6e-04,3.0828,6,0.7984,0.81803142321317
"G001889025",7e-04,7e-04,7.2795,6,0.2958,0.322208373947718
"G000420305",1e-04,1e-04,0.4424,6,0.9985,1
"G000331245",-0.003,0.003,59.9455,6,4.617e-11,1.48474748201439e-10
"G001713435",2e-04,2e-04,1.6194,6,0.9512,0.960281367416076
"G001598375",0.0039,0.004,79.2992,6,4.996e-15,2.02183802469136e-14
"G000429005",-0.0027,0.0027,71.0707,6,2.466e-13,9.08944677661169e-13
"G000192575",-0.0013,0.0013,11.2366,6,0.08133,0.0954642181904989
"G001296055",-0.0014,0.0014,17.9653,6,0.006319,0.00845686526946108
"G001295795",-9e-04,9e-04,17.5533,6,0.007451,0.0098897467944392
"G000807925",-0.0017,0.0017,13.8294,6,0.0316,0.0389221442885772
"G000013325",2e-04,3e-04,40.3489,6,3.89e-07,8.9546488764045e-07
